CO2,replication,nitrogen/ppm,species,tree ID,A400,A at treatment CO2,Ci at treatment CO2,gs at treatment CO2,E at treatment CO2,WUE at treatment CO2,Vcmax,Jmax,Rd,root mass(g),stem mass(g),leaf mass(g),leaf+petiole(g),shoot mass,total mass,leaf.area(cm2),height(cm),RCD(mm),SLAcm2/g,shoot/root,Nitrogen（%）,N(g/m2),N（mg/g）
elevated,1,10,yellow birch,f2t1-03,8.266667,13.83333,582.3333,177.6667,3.433333,4.02912563389569,44.20733,100.8193,2.246875,1.137,0.202,0.642,0.647,0.849,1.986,128.2096,6.1,3.64,199.703426791277,0.746701846965699,1.38,0.691024697058567,13.8
elevated,1,10,yellow birch,f2t1-09,8.26666666666667,13.6333333333333,641.333333333333,397.666666666667,5.143333,2.65068066433445,44.91805,87.14094,1.312641,1.454,0.482,1.258,1.277,1.759,3.213,254.9186,12.8,4.63,202.63799682035,1.20976616231087,0.96,0.473751228823632,9.6
elevated,1,10,yellow birch,f2t1-12,11.13333,17.36667,628.6667,413.6667,6.223333,2.79057379703127,57.38609,115.1903,1.774216,1.054,0.154,0.453,0.459,0.613,1.667,96.0202,4.4,3.79,211.965121412804,0.581593927893738,1.45,0.684074809258885,14.5
elevated,1,10,yellow birch,2f-t1-02,,,,,,,,,,0.751,0.216,0.438,0.443,0.659,1.41,103.5642,13.6,3.18,236.447945205479,0.877496671105193,,,
elevated,1,10,yellow birch,2f-t1-05,,,,,,,,,,0.815,0.174,0.549,0.553,0.727,1.542,104.1115,10.5,2.83,189.638433515483,0.892024539877301,,,
elevated,2,10,yellow birch,f3t1-02,15.2,21.13333,645,691,5.796667,3.6457726483167,63.0143104,131.509931,1.48773,0.589,0.147,0.422,0.433,0.58,1.169,91.871,2.8,2.3,217.703791469194,0.98471986417657,1.74,0.799251123858454,17.4
elevated,2,10,yellow birch,f3t1-04,7.466667,12.43333,610.6667,201.3333,3.933333,3.16101636957766,40.737813,86.994883,1.663824,0.786,0.247,0.446,0.457,0.704,1.49,94.0994,5.3,2.31,210.985201793722,0.895674300254453,1.26,0.597198281816887,12.6
elevated,2,10,yellow birch,f3t1-05,9.5,15.3666666666667,614.666666666667,319,4.426667,3.47138528076919,48.553175,107.693005,1.582813,0.951,0.167,0.673,0.68,0.847,1.798,126.0853,11,3.44,187.348142644874,0.890641430073607,1.24,0.66186938524951,12.4
elevated,2,10,yellow birch,3f-t1-06,,,,,,,,,,0.825,0.252,0.577,0.58,0.832,1.657,114.551,6.9,3.11,198.528596187175,1.00848484848485,,,
elevated,2,10,yellow birch,3f-t1-07,,,,,,,,,,0.812,0.088,0.784,0.793,0.881,1.693,142.2343,14.6,2.63,181.421301020408,1.08497536945813,,,
elevated,1,80,yellow birch,f2t2-05,16.1,24.8333333333333,602,496.333333333333,5.423333,4.57897999870805,88.81451,167.3432,1.010589,1.828,0.601,1.27,1.291,1.892,3.72,278.5738,19.5,3.69,219.349448818898,1.03501094091904,1.84,0.83884414112167,18.4
elevated,1,80,yellow birch,f2t2-09,18.9666666666667,28.6,613.666666666667,764,5.336667,5.3591501961805,91.3306,223.0629,1.303503,1.857,0.702,1.419,1.451,2.153,4.01,350.3019,13.4,5.38,246.86532769556,1.15939687668282,2.61,1.05725661208232,26.1
elevated,1,80,yellow birch,f2t2-12,13.5,20.5666666666667,629,533,5.856667,3.51166741538604,81.50371,132.3141,1.401086,1.491,0.452,0.897,0.913,1.365,2.856,182.895,14,3.42,203.896321070234,0.915492957746479,2.07,1.01522184860166,20.7
elevated,1,80,yellow birch,2f-t2-08,,,,,,,,,,1.277,0.271,0.617,0.63,0.901,2.178,140.9735,8.3,3.48,228.482171799028,0.705559906029757,,,
elevated,1,80,yellow birch,2f-t2-10,,,,,,,,,,1.519,0.393,0.96,0.977,1.37,2.889,207.5567,12.5,3.75,216.204895833333,0.901909150757077,,,
elevated,2,80,yellow birch,f3t2-04,14.0666666666667,23.1666666666667,626.666666666667,665.666666666667,6.626667,3.49597567927688,78.873684,167.329308,1.182851,1.451,0.567,1.373,1.399,1.966,3.417,313.2893,24.2,3.35,228.1786598689,1.35492763611303,2,0.876506155811897,20
elevated,2,80,yellow birch,f3t2-06,12.8333333333333,21.8333333333333,584,318,4.496667,4.85544812042637,76.086108,160.914419,1.677921,1.432,0.496,0.923,0.938,1.434,2.866,206.2791,16.6,4.14,223.487648970748,1.00139664804469,2.06,0.921751161411893,20.6
elevated,2,80,yellow birch,f3t2-12,15.3333333333333,22.3333333333333,643.333333333333,770,5.366667,4.16149042475214,82.25071,214.7902,1.876651,1.51,0.454,1.244,1.265,1.719,3.229,275.2011,17.2,3.8,221.222749196141,1.13841059602649,2.57,1.16172500763987,25.7
elevated,2,80,yellow birch,3f-t2-01,,,,,,,,,,1.366,0.475,1.329,1.343,1.818,3.184,286.8929,19.8,3.71,215.871256583898,1.33089311859444,,,
elevated,2,80,yellow birch,3f-t2-08,,,,,,,,,,1.365,0.612,1.365,1.395,2.007,3.372,310.2686,20.8,4.46,227.303003663004,1.47032967032967,,,
elevated,1,150,yellow birch,f2t3-05,11.5,19.0333333333333,584.333333333333,318.333333333333,5.34,3.56429463171036,68.203,135.7767,1.56012,3.343,2.041,2.87,2.904,4.945,8.288,625.1616,48.8,6.65,217.826341463415,1.47921029015854,2.28,1.04670536386112,22.8
elevated,1,150,yellow birch,f2t3-11,12.9,19.2,646.333333333333,794.333333333333,6.136667,3.1287342135397,61.63243,120.958,1.370709,2.124,2.315,3.376,3.403,5.718,7.842,816.9317,55.4,6.44,241.982138625592,2.69209039548023,2.23,0.921555620867693,22.3
elevated,1,150,yellow birch,f2t3-12,11.4,18.1,604.666666666667,378.666666666667,5.336667,3.39163001926109,63.84632,119.0705,1.778718,2.759,2.107,3.128,3.173,5.28,8.039,682.5131,61.2,6.11,218.194725063939,1.91373686118159,1.83,0.838700385384544,18.3
elevated,1,150,yellow birch,2f-t3-07,,,,,,,,,,2.064,1.511,2.355,2.392,3.903,5.967,534.9946,51.4,4.96,227.173927813164,1.89098837209302,,,
elevated,1,150,yellow birch,2f-t3-08,,,,,,,,,,2.841,1.385,2.726,2.774,4.159,7,573.7288,36.3,6.13,210.465443873808,1.46392115452306,,,
elevated,2,150,yellow birch,f3t3-06,13.0666666666667,21,589,368.333333333333,5.58,3.76344086021505,79.11439,152.4767,1.978774,2.938,1.633,3.016,3.063,4.696,7.634,604.7342,45.2,5.34,200.508687002653,1.59836623553438,2.23,1.11217126466471,22.3
elevated,2,150,yellow birch,f3t3-07,11.3,17.7666666666667,638.333333333333,588.666666666667,5.686667,3.12426710877685,88.59035,196.8781,1.330123,2.803,1.755,3.345,3.41,5.165,7.968,636.0078,52.4,5.04,190.136860986547,1.84266856938994,1.69,0.888833438835184,16.9
elevated,2,150,yellow birch,f3t3-11,14.5666666666667,20.7,649.333333333333,1032,6.4,3.234375,83.42018,224.7028,2.087791,3.109,1.338,2.927,2.985,4.323,7.432,664.7814,40.4,4.98,227.120396310215,1.39047925377935,1.95,0.858575465559055,19.5
elevated,2,150,yellow birch,3f-t3-04,,,,,,,,,,3.41,1.108,2.311,2.346,3.454,6.864,417.4477,28,5.45,180.635093033319,1.01290322580645,,,
elevated,2,150,yellow birch,3f-t3-05,,,,,,,,,,3.354,4.479,3.268,3.308,7.787,11.141,629.9936,34.7,5.86,192.776499388005,2.32170542635659,,,
elevated,1,220,yellow birch,f2t4-02,17.5,28.8333333333333,554.666666666667,401.666666666667,5.883333,4.9008501360255,104.9772,297.0483,1.358749,2.837,3.01,4.256,4.315,7.325,10.162,1030.6948,58.5,6.12,242.174530075188,2.5819527670074,3.28,1.3543951128889,32.8
elevated,1,220,yellow birch,f2t4-08,18,26.8333333333333,633.666666666667,969.333333333333,6.53333,4.10714495262497,82.250712,214.790173,1.876651,2.183,2.712,3.194,3.261,5.973,8.156,839.3661,71,6.45,262.794646211647,2.7361429225836,2.59,0.985560412792463,25.9
elevated,1,220,yellow birch,f2t4-11,15.7666666666667,22.4666666666667,635,690.666666666667,5.993333,3.74860977467241,79.114388,152.476692,1.978774,2.076,2.937,3.76,3.829,6.766,8.842,969.0593,72.1,6.53,257.728537234043,3.25915221579961,2.67,1.03597375310262,26.7
elevated,1,220,yellow birch,2f-t4-04,,,,,,,,,,2.461,2.344,4.14,4.207,6.551,9.012,1084.7091,46.5,8.01,262.007028985507,2.66192604632263,,,
elevated,1,220,yellow birch,2f-t4-05,,,,,,,,,,4.253,4.05,4.605,4.686,8.736,12.989,995.6372,71.4,6.79,216.20786102063,2.05407947331296,,,
elevated,2,220,yellow birch,f3t4-03,14,20.8666666666667,633.333333333333,577.333333333333,5.6,3.72619047619048,91.5563,216.6489,1.159893,2.934,3.234,4.504,4.585,7.819,10.753,1005.5393,67.3,6.91,223.254729129663,2.66496250852079,2.15,0.963025512777074,21.5
elevated,2,220,yellow birch,f3t4-06,19.4,27.9666666666667,617,725,6.806667,4.10871674296197,63.01431,131.5099,1.487734,2.723,2.89,4.187,4.271,7.161,9.884,952.5628,54.3,8.21,227.5048483401,2.62982005141388,3.04,1.3362352592396,30.4
elevated,2,220,yellow birch,f3t4-10,18.7,27.1333333333333,623.666666666667,856.666666666667,6.493333,4.17864497836986,40.73781,86.99488,1.663824,2.643,1.975,3.605,3.654,5.629,8.272,791.1833,53.5,5.5,219.468321775312,2.12977676882331,2.28,1.03887430384337,22.8
elevated,2,220,yellow birch,3f-t4-01,,,,,,,,,,2.681,2.391,3.182,3.245,5.636,8.317,733.3309,59.2,6.24,230.462256442489,2.10220067139127,,,
elevated,2,220,yellow birch,3f-t4-04,,,,,,,,,,1.037,1.945,2.664,2.697,4.642,5.679,574.1632,48.8,7.07,215.526726726727,4.47637415621987,,,
elevated,1,290,yellow birch,f2t5-01,18.3666666666667,26.9,624,866.333333333333,6.67,4.03298350824588,88.590354,196.878122,1.330123,1.348,2.948,3.776,3.837,6.785,8.133,1055.6645,71.8,6.18,279.572166313559,5.03338278931751,3.32,1.18752880294828,33.2
elevated,1,290,yellow birch,f2t5-02,15.9333333333333,26.3,598,559.666666666667,5.916667,4.44507017210872,83.420181,224.702777,2.087791,2.818,3.047,3.643,3.718,6.765,9.583,826.181,69.5,7.6,226.785890749382,2.40063875088715,3.31,1.45952642338664,33.1
elevated,1,290,yellow birch,f2t5-10,18.5666666666667,28.4,594.666666666667,640.666666666667,6.076667,4.67361466409135,91.556296,216.648887,1.159893,2.615,3.709,4.92,5.023,8.732,11.347,1174.3638,76.2,7.6,238.691829268293,3.33919694072658,2.66,1.11440764778342,26.6
elevated,1,290,yellow birch,2f-t5-07,,,,,,,,,,1.303,1.507,2.865,2.954,4.461,5.764,777.5142,44.5,5.64,271.383664921466,3.42363775901765,,,
elevated,1,290,yellow birch,2f-t5-09,,,,,,,,,,1.537,1.854,2.865,2.921,4.775,6.312,755.4707,44,7.44,263.689598603839,3.10670136629798,,,
elevated,2,290,yellow birch,f3t5-03,17.3,27.1,569,416,5.226667,5.18494864891909,48.55318,107.693,1.582813,3.755,3.766,4.981,5.103,8.869,12.624,1131.0924,69.1,7.49,227.081389279261,2.36191744340879,2.92,1.28588256803777,29.2
elevated,2,290,yellow birch,f3t5-09,16.2333333333333,23.6666666666667,640.333333333333,915.666666666667,6.67,3.54822588705648,78.87368,167.3293,1.182851,3.154,4.478,5.55,5.667,10.145,13.299,1323.7438,71.5,7.75,238.512396396396,3.21655041217502,2.6,1.09009009145123,26
elevated,2,290,yellow birch,f3t5-11,16.2,24.7666666666667,561,594,6.163333,4.01838853533741,76.08611,160.9144,1.677921,4.657,3.575,5.135,5.212,8.787,13.444,965.4265,72.5,7.36,188.009055501461,1.88683701954048,2.52,1.34036096999616,25.2
elevated,2,290,yellow birch,3f-t5-08,,,,,,,,,,2.282,3.203,3.668,3.751,6.954,9.236,850.7239,66.2,6.66,231.93127044711,3.04732690622261,,,
elevated,2,290,yellow birch,3f-t5-12,,,,,,,,,,3.903,2.579,3.88,3.969,6.548,10.451,845.854,54.5,7.04,218.003608247423,1.67768383294901,,,
ambient,1,10,yellow birch,f4t1-02,14.8666666666667,14.8666666666667,304.666666666667,455,5.25,2.83174603174604,80.75258,172.0656,1.160838,0.623,0.126,0.216,0.219,0.345,0.968,48.3672,3.5,3.9,223.922222222222,0.553772070626003,1.99,0.888701434029673,19.9
ambient,1,10,yellow birch,f4t1-04,13.0666666666667,13.0666666666667,306.333333333333,383.666666666667,4.93,2.65043948613929,81.37235,190.3178,2.064197,0.691,0.155,0.304,0.306,0.461,1.152,48.3861,3.6,3.2,159.164802631579,0.667149059334298,1.22,0.766501123256472,12.2
ambient,1,10,yellow birch,f4t1-07,18.4,18.4,301,619.666666666667,5.476667,3.35970764700501,93.21452,393.5237,1.453704,1.083,0.204,0.312,0.318,0.522,1.605,58.628,3.8,4.01,187.910256410256,0.481994459833795,2.16,1.14948488776694,21.6
ambient,1,10,yellow birch,4f-t1-08,,,,,,,,,,0.425,0.0680000000000001,0.175,0.178,0.246,0.671,38.4833,2.5,2.57,219.904571428571,0.578823529411765,,,
ambient,1,10,yellow birch,4f-t1-12,,,,,,,,,,0.549,0.117,0.283,0.283,0.4,0.949,51.8271,2.6,3.37,183.134628975265,0.728597449908925,,,
ambient,2,10,yellow birch,f5t1-04,13.4666666666667,13.4666666666667,324,582.666666666667,5.533333,2.43373508636959,68.91029,139.3604,1.656227,0.575,0.089,0.4,0.4,0.489,1.064,60.1148,3,3.42,150.287,0.850434782608696,1.09,0.725278966244585,10.9
ambient,2,10,yellow birch,f5t1-06,20.26667,20.26667,307.3333,884.6667,6.213333,3.26180328657743,107.836663,320.562787,1.984896,0.87,0.168,0.371,0.371,0.539,1.409,54.9317,3.9,3.72,148.063881401617,0.619540229885058,2.71,1.83029107054761,27.1
ambient,2,10,yellow birch,f5t1-10,19.3,19.3,315.666666666667,1013,6.113333,3.15703397802803,94.91232,294.6137,2.075196,1.119,0.131,0.357,0.357,0.488,1.607,64.8636,4.3,3.52,181.690756302521,0.436103663985702,1.72,0.946663459937468,17.2
ambient,2,10,yellow birch,5f-t1-01,,,,,,,,,,0.516,0.099,0.306,0.306,0.405,0.921,67.2268,3.5,3.19,219.695424836601,0.784883720930233,,,
ambient,2,10,yellow birch,5f-t1-03,,,,,,,,,,0.434,0.116,0.402,0.402,0.518,0.952,73.1551,6.5,2.79,181.977860696517,1.19354838709677,,,
ambient,1,80,yellow birch,f4t2-05,19.9666666666667,19.9666666666667,304.333333333333,704.666666666667,5.593333,3.56972607686092,102.617128,427.719493,1.833615,1.182,0.252,0.634,0.641,0.893,2.075,97.0033,3.9,4.42,153.002050473186,0.755499153976311,2.48,1.62089330981523,24.8
ambient,1,80,yellow birch,f4t2-08,21.9666666666667,21.9666666666667,316.333333333333,1208.66666666667,5.836667,3.7635634629604,98.17665,472.6975,0.887717,1.049,0.34,0.888,0.901,1.241,2.29,192.4872,5.4,5.12,216.764864864865,1.18303145853194,3.51,1.61926611224019,35.1
ambient,1,80,yellow birch,f4t2-10,20.6333333333333,20.6333333333333,317.666666666667,1090.66666666667,6.093333,3.38621462725462,99.72936,440.029712,1.673546,0.958,0.19,0.487,0.492,0.682,1.64,69.3608,2.7,3.6,142.424640657084,0.711899791231733,3.13,2.19765342960289,31.3
ambient,1,80,yellow birch,4f-t2-04,,,,,,,,,,0.796,0.106,0.377,0.377,0.483,1.279,56.5617,1.3,3.45,150.031034482759,0.60678391959799,,,
ambient,1,80,yellow birch,4f-t2-12,,,,,,,,,,0.802,0.13,0.308,0.312,0.442,1.244,58.3165,3.3,2.6,189.339285714286,0.551122194513716,,,
ambient,2,80,yellow birch,f5t2-02,21.5666666666667,21.5666666666667,322,1436.66666666667,6.113333,3.52780826214877,99.16019,334.3021,1.450689,1.305,0.327,0.976,0.976,1.303,2.608,230.8338,6.3,4.49,236.510040983607,0.998467432950192,2.74,1.15851318134519,27.4
ambient,2,80,yellow birch,f5t2-08,17.8666666666667,17.8666666666667,312.333333333333,680.333333333333,6.203333,2.88017210532897,100.3168,279.3617,1.736969,1.392,0.422,1.108,1.108,1.53,2.922,259.5877,8.5,4.72,234.284927797834,1.09913793103448,2.15,0.917686007464915,21.5
ambient,2,80,yellow birch,f5t2-12,18.1333333333333,18.1333333333333,318.666666666667,783.333333333333,5.93,3.05789769533445,91.59707,288.1529,2.04746,1.856,0.94,1.808,1.832,2.772,4.628,406.672,23.6,6.43,224.929203539823,1.49353448275862,2.23,0.991423063304088,22.3
ambient,2,80,yellow birch,5f-t2-03,,,,,,,,,,1.178,0.304,0.688,0.688,0.992,2.17,119.8361,4.8,4.47,174.180377906977,0.842105263157895,,,
ambient,2,80,yellow birch,5f-t2-05,,,,,,,,,,0.765,0.311,0.978,0.978,1.289,2.054,249.0191,7.5,4.63,254.620756646217,1.68496732026144,,,
ambient,1,150,yellow birch,f4t3-03,21.8333333333333,21.8333333333333,293,748.333333333333,6.246667,3.49519725212394,111.725301,501.132553,1.711448,1.479,0.617,1.617,1.645,2.262,3.741,290.6467,12.5,5.075,179.744403215832,1.52941176470588,4.14,2.3032706031068,41.4
ambient,1,150,yellow birch,f4t3-04,19.9666666666667,19.9666666666667,304.666666666667,823.666666666667,6.993333,2.85510023141565,96.73523,514.1273,1.13463,1.057,0.418,0.692,0.707,1.125,2.182,120.9444,6.8,6.1,174.775144508671,1.0643330179754,3.9,2.23143857838809,39
ambient,1,150,yellow birch,f4t3-09,20.9666666666667,20.9666666666667,305.333333333333,936,6.363333,3.29491897825663,99.5452,326.0001,1.168758,1.325,0.379,1.15,1.176,1.555,2.88,228.5629,7.2,4.48,198.750347826087,1.17358490566038,3.6,1.81131758478738,36
ambient,1,150,yellow birch,4f-t3-01,,,,,,,,,,0.652,0.269,0.568,0.568,0.837,1.489,115.2826,4.6,5.52,202.962323943662,1.28374233128834,,,
ambient,1,150,yellow birch,4f-t3-12,,,,,,,,,,0.86,0.242,0.493,0.501,0.743,1.603,83.3957,3.5,5.17,169.159634888438,0.863953488372093,,,
ambient,2,150,yellow birch,f5t3-05,19,19,309,810.666666666667,6.42,2.9595015576324,92.24193,349.0539,1.575322,1.574,0.428,1.043,1.043,1.471,3.045,154.5406,4.5,5.09,148.169319271333,0.934561626429479,3.86,2.60512771401172,38.6
ambient,2,150,yellow birch,f5t3-09,17.6333333333333,17.6333333333333,322.666666666667,1004.33333333333,6.38,2.76384535005224,84.15481,164.3618,1.42954,1.433,0.97,1.828,1.828,2.798,4.231,420.366,19.2,5.47,229.959518599562,1.95254710397767,3.1,1.34806335431505,31
ambient,2,150,yellow birch,f5t3-12,21.5666666666667,21.5666666666667,310.666666666667,1142,7.01,3.07655729909653,104.0271,407.5921,1.804986,1.462,0.491,1.201,1.231,1.722,3.184,225.2912,5,7.52,187.586344712739,1.17783857729138,3.99,2.12702049614011,39.9
ambient,2,150,yellow birch,5f-t3-03,,,,,,,,,,0.698,0.256,0.727,0.727,0.983,1.681,128.0121,4.3,4.14,176.082668500688,1.40830945558739,,,
ambient,2,150,yellow birch,5f-t3-10,,,,,,,,,,1.064,0.368,0.926,0.939,1.307,2.371,147.5921,4.9,6.09,159.386717062635,1.22838345864662,,,
ambient,1,220,yellow birch,f4t4-06,16,16,323.666666666667,728.666666666667,6.093333,2.62582071257225,83.25359,164.9234,1.919809,1.713,1.145,3.031,3.075,4.22,5.933,614.972,32,5.2,202.894094358298,2.46351430239346,2.48,1.22231256057186,24.8
ambient,1,220,yellow birch,f4t4-07,20.2,20.2,313.333333333333,887,6.443333,3.13502344206019,95.55963,402.9615,1.828261,1.085,0.512,1.434,1.456,1.968,3.053,343.6447,12.5,5.77,239.640655509066,1.81382488479263,3.87,1.61491796614352,38.7
ambient,1,220,yellow birch,f4t4-09,18.1666666666667,18.1666666666667,292.333333333333,488.333333333333,5.52,3.29106280193237,98.01557,298.6233,1.190271,1.617,1.787,3.333,3.401,5.188,6.805,873.0734,41.2,5.89,261.948214821482,3.20841063698207,2.53,0.965839756428268,25.3
ambient,1,220,yellow birch,4f-t4-01,,,,,,,,,,0.328,0.186,0.649,0.669,0.855,1.183,147.2751,3.1,3.66,226.926194144838,2.60670731707317,,,
ambient,1,220,yellow birch,4f-t4-04,,,,,,,,,,3.629,0.32,0.627,0.638,0.958,4.587,132.3818,5.1,5.07,211.135247208931,0.263984568751722,,,
ambient,2,220,yellow birch,f5t4-05,21.1,21.1,303.666666666667,771.666666666667,5.91,3.57021996615905,95.02368,413.4615,0.97427,1.078,0.804,2.686,2.722,3.526,4.604,616.6686,10.1,6.87,229.586224869695,3.2708719851577,3.34,1.45479111470894,33.4
ambient,2,220,yellow birch,f5t4-06,22.8666666666667,22.8666666666667,307.333333333333,1044.66666666667,5.93,3.85609893198427,109.5022,517.9425,0.826601,1.413,0.7,1.465,1.485,2.185,3.598,245.1979,16.2,6,167.370580204778,1.54635527246992,3.44,2.0553193971074,34.4
ambient,2,220,yellow birch,f5t4-09,20.2666666666667,20.2666666666667,317.666666666667,1003.66666666667,6.52,3.10838445807772,93.89544,325.9617,1.749896,1.447,0.682,1.918,1.971,2.653,4.1,426.8574,12.3,6.68,222.55338894682,1.83344851416724,3.69,1.6580291216692,36.9
ambient,2,220,yellow birch,5f-t4-07,,,,,,,,,,1.116,0.353,1.399,1.421,1.774,2.89,203.3423,5.1,4.5,145.348320228735,1.58960573476703,,,
ambient,2,220,yellow birch,5f-t4-08,,,,,,,,,,1.243,0.367,0.482,0.491,0.858,2.101,80.0211,4.7,6.79,166.01887966805,0.690265486725664,,,
ambient,1,290,yellow birch,f4t5-03,20.1666666666667,20.1666666666667,316.333333333333,1021.33333333333,6.946667,2.90307087797165,94.77619,355.3351,1.280976,0.843,0.396,1.03,1.049,1.445,2.288,208.5588,6.4,5.69,202.48427184466,1.7141162514828,4.08,2.01497131744141,40.8
ambient,1,290,yellow birch,f4t5-07,19.9666666666667,19.9666666666667,296.333333333333,679,5.576667,3.58039428688618,102.7439,443.756,0.847086,0.643,0.781,1.738,1.782,2.563,3.206,435.1631,25.8,4.77,250.381530494822,3.98600311041991,3.44,1.37390325604354,34.4
ambient,1,290,yellow birch,f4t5-09,22.3666666666667,22.3666666666667,301.666666666667,943,6.586667,3.39574881600462,101.7736,598.4381,0.831981,1.438,0.379,1.281,1.303,1.682,3.12,229.6022,7.6,4.27,179.23669008587,1.16968011126565,3.46,1.93040833232434,34.6
ambient,1,290,yellow birch,4f-t5-08,,,,,,,,,,0.853,0.264,0.75,0.774,1.038,1.891,150.5577,4.2,4.5,200.7436,1.2168815943728,,,
ambient,1,290,yellow birch,4f-t5-10,,,,,,,,,,1.007,0.647,1.57,1.6,2.247,3.254,363.9978,18.5,4.53,231.845732484076,2.23138033763654,,,
ambient,2,290,yellow birch,f5t5-06,22,22,297,800,6.363333,3.45730767193859,107.061211,378.00874,1.82212,2.17,0.775,1.808,1.83,2.605,4.775,369.1026,12.5,6.37,204.149668141593,1.20046082949309,4.35,2.13078965035738,43.5
ambient,2,290,yellow birch,f5t5-09,17.7666666666667,17.7666666666667,291.666666666667,512,6.146667,2.89045537470416,109.1738,275.2053,2.22127,1.185,0.986,2.343,2.392,3.378,4.563,610.4539,21.2,5.85,260.543704652155,2.85063291139241,3.9,1.49686978820186,39
ambient,2,290,yellow birch,f5t5-10,18.4333333333333,18.4333333333333,299.666666666667,552.666666666667,5.973333,3.08593767220634,100.5321,285.2239,1.853041,1.525,1.641,2.753,2.785,4.426,5.951,725.96,38.5,6.5,263.69778423538,2.90229508196721,3.81,1.44483580362554,38.1
ambient,2,290,yellow birch,5f-t5-02,,,,,,,,,,0.979,0.37,1.431,1.46,1.83,2.809,396.7698,6.3,5.11,277.26750524109,1.86925434116445,,,
ambient,2,290,yellow birch,5f-t5-08,,,,,,,,,,2.025,0.54,1.322,1.348,1.888,3.913,203.294,7.8,6.03,153.7776096823,0.932345679012346,,,
